id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
463,155,How do I know when one of my ringback tones is about to expire?,How-do-I-know-when-one-of-my-ringback-tones-is-about-to-expire,You will receive a text message notification 14^ 7 and 1 day prior to the expiration of a song.&nbsp; As well^ the &quot;Buy Now&quot; button will appear on your &quot;My Caller&quot; section of your ringback tones web page.&nbsp; The exact expiration date will also be displayed.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^&nbsp;ringback tone expiration^,0,1195,6/28/07 0:00,NULL,1,9/28/09 17:05,11
465,155,Can I assign a unique ringback tone for a group of callers?,Can-I-assign-a-unique-ringback-tone-for-a-group-of-callers,Up to 10 groups with 10 callers and 20 Caller ID's each can be set up on your ringback tones service.&nbsp; You can create callers by entering their names and telephone numbers through the &quot;My Callers&quot; page on the <a href="https://rbt.mycricket.com/RBT/AnonCatalogResults.jsp">Ringback Tone Catalog.</a>&nbsp; You cannot have duplicate names.Once you have created entries for individual callers^ you can create groups of callers by clicking on the &quot;My Groups&quot; link.&nbsp; For example^ you can have your work colleagues listen to one song and your friends listen to something else.Once you have created your callers and/or groups^ you can assign songs to them by clicking on the &quot;Setup Ringback Tones&quot; link.<ol>    <li>Select a caller or group </li>    <li>Select a&nbsp;song you want them to hear </li>    <li>Select the time of day^ day of week^ or specific day you want them to hear the song </li>    <li>Remember to click the &quot;Save&quot; button when done. </li></ol>,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^,0,1187,6/28/07 0:00,NULL,1,9/28/09 17:05,15
466,155,How can I extend my ringback tone that is about to expire?,How-can-I-extend-my-ringback-tone-that-is-about-to-expire,<ol>    <li>Go to the &quot;My Ringback Tones&quot; tab on the <a href="https://rbt.mycricket.com/RBT/AnonCatalogResults.jsp">Ringback Tone Catalog.</a> </li>    <li>Click on the &quot;Buy Now&quot; link next to your expiring song. </li></ol>Titles can only be extended within 14 days of expiration.&nbsp; There may be some rare cases where a song will be no longer for sale or renewal after it has expired.&nbsp; When you renew a ringback tone^ you will be charged one credit or $1.99 from your Flex Bucket funds if you have no&nbsp;credits remaining in your current billing cycle.If you let a ringback tone expire^ callers or groups you have set up for that song will no longer hear that song when they call you^ they will hear normal ringing.If you do not have any non-expired songs in your personal folder or if you have not set up any ringback tones to callers^ your account will still be active^ BUT callers will hear a normal ring when calling you.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ ringback tone expire^ ringback tone expiration,0,1194,6/28/07 0:00,NULL,1,9/28/09 17:05,22
467,155,Can I still use my purchased ringback tones if I remove the ringback tones subscription from my Cricket account?,Can-I-still-use-my-purchased-ringback-tones-if-I-remove-the-ringback-tones-subscription-from-my-Cricket-account,No^ you must have the ringback tones feature on your account to use the ringback tones service.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ cancel ringback tones,0,1190,6/28/07 0:00,NULL,1,5/14/10 12:41,26
468,155,If I reactivate the ringback tone feature on my Cricket account^ do I have access to my previously purchased^ unexpired ringback rones?,If-I-reactivate-the-ringback-tone-feature-on-my-Cricket-account-do-I-have-access-to-my-previously-purchased-unexpired-ringback-rones,No^ after you terminate your subscription and re-activate your account^ you will not have access to previously purchased content.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^,0,1202,6/28/07 0:00,NULL,1,9/28/09 17:05,23
469,155,If I get a new phone^ do I keep my ringback tones?,If-I-get-a-new-phone-do-I-keep-my-ringback-tones,Yes^ you will keep all ringback tone content as long as you keep the same phone number.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^,0,1201,6/28/07 0:00,NULL,1,9/28/09 17:05,20
470,155,If I transfer service to another account will I keep my ringback tones?,If-I-transfer-service-to-another-account-will-I-keep-my-ringback-tones,Yes^ you will keep all ringback tone content as long as you keep the same phone number.&nbsp; If you change your number you will lose your ringback tones.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^,0,1203,6/28/07 0:00,NULL,1,9/28/09 17:05,24
471,155,If my service is hotlined or suspended will I keep my ringback tones?,If-my-service-is-hotlined-or-suspendedandnbspwill-I-keep-my-ringback-tones,Yes^ you will keep all ringback tone content while your service is temporarily interrupted (hotlined or suspended)^ unless your account goes into a disconnected status.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ myringbacktones^ Ringback Tones-RB5^ what does hotlined mean,0,1204,6/28/07 0:00,NULL,1,9/20/11 12:20,25
472,155,Can I transfer my ringback tones subscription&nbsp;to another phone number if I have to change my phone number for reasons beyond my control?,Can-I-transfer-my-ringback-tones-subscriptionandnbspto-another-phone-number-if-I-have-to-change-my-phone-number-for-reasons-beyond-my-control,Yes^ when you complete a number change with a Cricket Customer Service representative^ within minutes^ your new number will have the ringback tones subscription transferred.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ transfer ringback tones^ transfer ringback tone^,0,1191,6/28/07 0:00,NULL,1,9/28/09 17:05,21
473,155,How do I set up a ringback tone for a friend or group of friends?,How-do-I-set-up-a-ringback-tone-for-a-friend-or-group-of-friends,Once you have purchased a title^ you can create callers by entering their names and telephone numbers by clicking the &quot;My Callers&quot; page.&nbsp; You cannot have duplicate names.&nbsp; Individual and group set up can only be done on the Internet&nbsp;at&nbsp;the <a href="https://rbt.mycricket.com/RBT/AnonCatalogResults.jsp">Ringback Tone Catalog</a>&nbsp;and not the Mobile Web on your Cricket phone.Once you have created your callers and/or groups^ you can assign songs to them by clicking on &quot;Setup Ringback Tones&quot;.<ol>    <li>Select a caller or group. </li>    <li>Select which song you want them to hear. </li>    <li>Select the time of day^ day of week or specific day you want them to hear the song. </li>    <li>Remember to click the &quot;Save&quot; button when done. </li></ol>The set up priority is as follows:<ol>    <li>Special day for caller or group </li>    <li>Special day for all callers or groups </li>    <li>Day of week for caller or group </li>    <li>Time of day for caller or group </li>    <li>Day of week for all callers </li>    <li>Time of day for all callers </li></ol>For example^ if you set up song #1 for a specific caller or group and set up song #2 to &quot;Play to All Callers&quot;^ the specific caller or group will hear song #1 and everyone else will hear song #2.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ setup ringback tone^ setup ringback tones^,0,1196,6/28/07 0:00,NULL,1,9/28/09 17:05,3
474,155,Is there a limit to how many people can hear my ringback tones?,Is-there-a-limit-to-how-many-people-can-hear-my-ringback-tones,Ringback tones can be set to all callers so that all callers will hear a specific title.&nbsp; This can be done by setting up a song to play to &quot;All Callers&quot; on the &quot;Setup Ringback&quot; page.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ ringback tone limit^,0,1205,6/28/07 0:00,NULL,1,9/28/09 17:05,17
475,155,What are ringback tones?,What-are-ringback-tones,Ringback tones are a new way to personalize your wireless service.&nbsp; It replaces the standard &quot;ringing&quot; sound that friends and family hear when they call you.&nbsp; You can choose a song for someone special calling you as well as choose something funny for a group of friends.&nbsp; You can also play different audio content depending on the time of day.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^,0,1182,6/28/07 0:00,NULL,1,9/28/09 17:05,1
476,155,Will my ringback tone song purchases ever expire?,Will-my-ringback-tone-song-purchases-ever-expire,Your ringback tone will expire after 6 or 12 months depending on the tone you purchase.&nbsp; The expiration date is shown on the Internet&nbsp;<a href="https://rbt.mycricket.com/RBT/AnonCatalogResults.jsp">here</a> and through the Mobile Web browser on your Cricket phone at the &quot;Purchase Details&quot; page.,ringbacks^ ring back^ ring backs^ RINGBACKS^ ringbacktones^ ring back tones^ rbt^ incoming call tone^ ringback tone expiration^,0,1207,6/28/07 0:00,NULL,1,9/28/09 17:05,10
477,78,Can I save or download a picture^ video^ ringtone or application from a mobile website to my phone?&nbsp; Will I be charged?,Can-I-save-or-download-a-picture-video-ringtone-or-application-from-a-mobile-website-to-my-phoneandnbsp-Will-I-be-charged,<strong><u>Photos and Video:</u>&nbsp; </strong>Some devices will allow you to download and view the content types^ but it is not supported by all devices.<strong><u>Ringtones:</u>&nbsp; </strong>You can download tones to your device.&nbsp; However^ the tone may not be optimized for your device.&nbsp; Most sites that offer ringtones will charge you to purchase the ringtone (credit card required).<strong><u>Applications:</u></strong>&nbsp; This is device dependant.&nbsp; The only Cricket devices that can download applications from non-Cricket sites are the Nokia phones.&nbsp; All other phones require the user to purchase from the Games and Apps folder on their phone (formerly Cricket Clicks).,ring tones^ wap^ Wireless Application Protocol^ phone web browser^ web browser^ mobile web^ mobile internet,0,939,7/9/07 0:00,NULL,1,9/28/09 17:05,5
479,78,How do I know if a website is &quot;mobile optimized&quot;?,How-do-I-know-if-a-website-is-andquotmobile-optimizedandquot,Many websites are starting to advertise their mobile URL.&nbsp; Other that that^ it is difficult to tell which sites are mobile optimized unless you type in the URL and go to it directly.,wap^Wireless Application Protocol^ phone web browser^ web browser^ mobile web^ mobile internet,0,948,7/9/07 0:00,NULL,1,9/28/09 17:05,11
480,78,Can I continue to use the Mobile Web service if my Cricket service is temporarily suspended or disconnected?,Can-I-continue-to-use-the-Mobile-Web-service-if-my-Cricket-service-is-temporarily-suspended-or-disconnected,No^ the Mobile Web service will not be available to you if your service is temporarily suspended or terminated.,wap^Wireless Application Protocol^ phone web browser^ web browser^ mobile web^ mobile internet,0,937,7/9/07 0:00,NULL,1,9/28/09 17:05,10
482,78,Where can I use Cricket Mobile Web?,Where-can-I-use-Cricket-Mobile-Web,Yes^ if you currently pay for the Mobile Web feature as part of your monthly Cricket service^ it will be available to you in all areas where Cricket has data coverage.&nbsp; Also^ it is important to remember that the Mobile Web service will not work in roaming coverage areas.,wap^Wireless Application Protocol^ phone web browser^ web browser^ mobile web^ mobile internet,0,941,7/9/07 0:00,NULL,1,3/15/10 20:37,7
485,181,What is BridgePay and how does it work?,What-is-BridgePay-and-how-does-it-work,BridgePay is a flexible payment option available to Cricket customers.&nbsp;<span>It allows a customer to make a $17 payment (per line of service) which is applied to the bill balance and a $3 &ndash; $5 payment fee (this is a single service fee^ not a per line charge). In return for this&nbsp;partial bill&nbsp;payment^ the customer is given an additional 7 days (grace period) after their due date to pay their bill in full.</span>,bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments^ account management^ late fee^ grace period^ bill extension^ bridgepayment^ bpay,1,637,10/31/11 0:00,NULL,1,12/15/11 14:40,1
486,24,How do I check the status of my online order?,How-do-I-check-the-status-of-my-online-order,<a href="https://account.mycricket.com/cart/status">Click here</a> to check the status of your online order.,order status^ online order^ online order status,0,1173,9/7/07 0:00,NULL,1,9/28/09 17:05,5
490,87,How do I use the Busy Line Call Forwarding feature with my Cricket phone number?,How-do-I-use-the-Busy-Line-Call-Forwarding-feature-with-my-Cricket-phone-number,To use busy line call forwarding^ complete the following steps:1.&nbsp; Dial *73 followed by the ten digit phone number (555-555-5555)&nbsp;you would like your calls to be forwarded to.2.&nbsp; Press the SEND button.3.&nbsp; You will hear a tone and your call will terminate automatically.4.&nbsp; All incoming calls to your Cricket phone number will now be forwarded to the number you selected.5.&nbsp; To turn the feature off^ dial *730 and press the SEND button.6.&nbsp; You will hear a tone and your call will terminate automatically.7.&nbsp; You will now receive calls as normal to your Cricket phone number.,forward a call^ transfer a call^ send call to land line^ transfer to ^ forward to house phone^ landline^ busy line^ busy line call forwarding^ call forwarding,0,685,1/18/08 0:00,NULL,1,8/15/12 12:16,3
491,87,How can I Initiate or Cancel the Call Forwarding feature with my Cricket phone number?,how-can-i-initiate-or-cancel-the-call-forwarding-feature-with-my-cricket-phone-number,To initiate or cancel the call forwarding feature^ complete the following steps:1.&nbsp; Dial *72 followed by the ten digit phone number (555-555-5555)&nbsp;you would like your calls to be forwarded to.2.&nbsp; Press the SEND button.3.&nbsp; The call should connect and you will hear two quick beeps and the call will disconnect.4.&nbsp; All incoming calls to your Cricket phone number will now be forwarded to the number you selected.5.&nbsp; To turn the feature off^ dial *720 and press the SEND button.6.&nbsp; The call should connect and you will hear two quick beeps and the call will disconnect.&nbsp;7.&nbsp; Call forwarding is disabled.,forward a call^ transfer a call^ send call to land line^ transfer to^ forward to house phone^ landline^ no answer^ no answer call forwarding^ call forwarding,0,683,1/18/08 0:00,NULL,1,8/15/12 12:16,4
529,212,Cricket EZ Phone â€“ Required Software Upgrade to Correct 911 Problem,Cricket-EZ-Phone-andndash-Required-Software-Upgrade-to-Correct-911-Problem,Cricket is recalling all Cricket EZ phones purchased in February or March 2008 for a software correction. Cricket testing showed that some 911 calls from these phones are connected to the emergency operator without audio.If you have one of these phones^ please go to a Cricket company store for a free software correction as soon as possible.   You may find the closest Cricket company store <a href="http://account.mycricket.com/cricketlocations/">click here</a>.Please enter your address or zip code and look for the green &ldquo;Cricket Corporate-Owned Stores.&rdquo;If you have questions or need help finding the location of your nearest Cricket company store^ please call 1.866.441.1577.Please <strong>do not test 911 calls</strong>^ either before or after your Cricket EZ has been updated.911 must be reserved for <strong>emergencies only</strong>.  The new software solves the 911 problem.,cricket ez^ cricket ez problem^ phone recall^ recall,0,1136,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:54,7
530,212,What is the problem with the Cricket EZ phone?,What-is-the-problem-with-the-Cricket-EZ-phone,There is a software problem in Cricket EZ phones <strong>sold in February and March 2008</strong> that causes some 911 calls to be connected to the 911 operator with no audio.&nbsp; The caller cannot hear the operator and the operator cannot hear the caller.&nbsp; This problem does not affect all 911 calls or any non-911 calls^ or any newer Cricket EZ phones.,cricket ez^ cricket ez phone recall^ recall^ cricket ez phone^ cricket ez problem^,0,1141,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:55,6
531,212,What should I do to get my Cricket EZ phone fixed?,What-should-I-do-to-get-my-Cricket-EZ-phone-fixed,You should bring the Cricket EZ phone to any Cricket Company-Owned store for the new software to be installed for you^ free of charge.&nbsp; The installation should take approximately two minutes.&nbsp; <a href="http://account.mycricket.com/cricketlocations/">Click here</a> to search for a Cricket Company-Owned store near you. Please enter your address or zip code and look for the green "Cricket Corporate-Owned Stores".,cricket ez^ cricket ez phone^ cricket ez problem^ cricket ez phone problem^ phone recall,0,1144,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:56,9
532,212,How can I tell if my Cricket EZ already has the new software?,How-can-I-tell-if-my-Cricket-EZ-already-has-the-new-software,From the "Phone Info" menu on your Cricket EZ phone^ press "2".&nbsp; If the software version is 1.9.18 (or higher)^ you have the new software and don't need to do anything.&nbsp; If the software version is 1.9.12^ you should bring the phone to a Cricket store to be updated.,cricket ez^ cricket EZ^ cricket ez phone^ ez software,0,1137,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:54,8
533,212,What should I do before I can get to the company store for the new Cricket EZ software?,What-should-I-do-before-I-can-get-to-the-company-store-for-the-new-Cricket-EZ-software,If you experience a problem calling 911 on your Cricket EZ phone^ you may hang up and redial 911^ or call 411 and request the phone number of your local police or fire department and you can be connected automatically.<em>Please do not call 911 just to try this out - 911 should be reserved for emergencies only.</em>,cricket ez^ cricket ez phone^ phone recall^ cricket ez phone problem^ cricket ez problem^,0,1143,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:56,11
534,212,Is there a charge for the Cricket EZ software update?,Is-there-a-charge-for-the-Cricket-EZandnbspsoftware-update,No^ there is no charge for the software update.,cricket ez^ cricket ez software^,0,1140,5/12/08 0:00,9/7/12 0:00,1,9/7/12 14:55,10
535,171,What is MyBackup?,What-is-MyBackup,MyBackup is a mobile software application that automatically backs up all of your contacts &ndash; no cables required. Just log into <a href="http://account.mycricket.com">My Account</a> and you wil be able to&nbsp;manage all your contacts as well as edit^ import and print your contacts.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,963,6/9/08 0:00,NULL,1,9/28/09 17:05,1
536,171,Will MyBackup work on my phone?,Will-MyBackup-work-on-my-phone,For the latest list of phones supported <a href="../../features-and-downloads/phone-compatibility">click here</a>.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,969,6/9/08 0:00,NULL,1,10/27/09 13:09,3
537,171,How do I get MyBackup on my phone?,How-do-I-get-MyBackup-on-my-phone,Here's how to download MyBackup onto your phone:<ul>    <li>Go to &quot;Games and Applications&quot; (or Cricket Clicks) on your handset </li>    <li>Locate the MyBackup icon </li>    <li>Click on the icon </li>    <li>Follow the step-by-step instructions </li></ul>,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,967,6/9/08 0:00,NULL,1,9/28/09 17:05,4
538,171,How much does MyBackup cost?,How-much-does-MyBackup-cost,MyBackup is included in select rate plans and can be added to your rate plan if it does not already include it. Click here to see <a href="../../../cell-phone-plans">current rate plans and feature pricing</a>.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,968,6/9/08 0:00,NULL,1,3/15/10 20:56,2
539,171,How do I backup my contacts?,How-do-I-backup-my-contacts,MyBackup will automatically back up your contacts based on your Auto-Backup settings. Initially^ the application will be set to back up your contacts on a weekly basis. However^ MyBackup will enable you to customize a weekly or monthly automatic backup schedule. You can update your settings at any time by selecting Setup --&gt; Auto-Backup from the main menu.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,966,6/9/08 0:00,NULL,1,9/28/09 17:05,5
540,171,How do I restore my contacts?,How-do-I-restore-my-contacts,To restore your contacts^ you must first download MyBackup to your replacement phone by following the download instructions provided above. Launch MyBackup on your phone and complete the simple setup process. The last step will prompt you to restore your contacts and respond by &quot;Yes&quot;. If you want to restore contacts from the web^ click the &quot;Update Phone&quot; button or select the &quot;Backup&quot; option on your phone which will back up all of the contacts on their phone and also pull down any changes from the web site.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,970,6/9/08 0:00,NULL,1,9/28/09 17:05,6
541,171,Do I have to re-download MyBackup to restore or transfer my contacts to a new phone?,Do-I-have-to-redownload-MyBackup-to-restore-or-transfer-my-contacts-to-a-new-phone,Yes. You will need to re-download MyBackup onto your new phone following the download instructions listed above. Choose the &quot;Backup&quot; function to download your contacts from the MyBackup web site to your new phone.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,965,6/9/08 0:00,NULL,1,9/28/09 17:05,7
542,171,I restored my data to a new phone. Why am I missing some of my contacts?,I-restored-my-data-to-a-new-phone-Why-am-I-missing-some-of-my-contacts,Check that all of your contacts have a name and one of the following numbers - work^ home^ or mobile phone. Often a phone will not allow a contact to be entered if it does not have a name and one of those common phone number fields. To view your saved information^ log into <a href="http://account.mycricket.com">My Account</a>^ select Data Backup^&nbsp;and select the contact's name to view full contact details. To ensure proper functionality^ copy/paste the phone numbers into a more common field (home^ work^ mobile). When you have completed the changes^ click &quot;Update Phone&quot; or perform a manual backup from the application to send the changes to your phone.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,972,6/9/08 0:00,NULL,1,9/28/09 17:05,8
543,171,What happens if I accidentally delete a contact or group of contacts from the website? Can I get them back?,What-happens-if-I-accidentally-delete-a-contact-or-group-of-contacts-from-the-website-Can-I-get-them-back,Yes. To restore contacts you deleted from the website^ follow these steps: <ol>    <li>Click the &quot;Trash&quot; link from the website </li>    <li>Check the contacts you wish to restore </li>    <li>Click &quot;Undelete&quot;. </li></ol>The next time you back up your phone^ the restored contacts will be transferred to your handset. To permanently delete contacts from the website^ follow these steps: <ol>    <li>Click the &quot;Trash&quot; link from the website </li>    <li>Check the contacts you wish to permanently delete </li>    <li>Click &quot;Delete&quot; </li></ol>Note: Contacts will be deleted from the trash after 30 days.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^ restore contacts^,0,975,6/9/08 0:00,NULL,1,9/28/09 17:05,9
544,171,Backing up my contacts seems to take a long time. Am I doing something wrong?,Backing-up-my-contacts-seems-to-take-a-long-time-Am-I-doing-something-wrong,Backups could take up to 30 minutes on some older handsets^ especially for large contact sets. However^ this should only occur on the initial backup.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,964,6/9/08 0:00,NULL,1,9/28/09 17:05,10
545,171,MyBackup does not appear to be working after running the Lost Phone feature. How do I fix that?,MyBackup-does-not-appear-to-be-working-after-running-the-Lost-Phone-feature-How-do-I-fix-that,If you've erased the contacts from your phone by using the Lost Phone feature^ you must first re-create an account from your new handset by re-opening/launching the MyBackup application.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,974,6/9/08 0:00,NULL,1,8/15/12 12:30,11
546,171,I received an SMS message stating that my account will be deleted if I don't do a backup in a certain number of days. Why is that?,I-received-an-SMS-message-stating-that-my-account-will-be-deleted-if-I-dont-do-a-backup-in-a-certain-number-of-days-Why-is-that,This means you are no longer paying for data backup and your account is about to be purged. To reinitiate your account^ either call customer support or download MyBackup again on your phone. For further assistance^ please contact Customer Support at 1-800-Cricket.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,971,6/9/08 0:00,NULL,1,9/28/09 17:05,12
547,171,Will my contacts backup while I am roaming?,Will-my-contacts-backup-while-I-am-roaming,No. MyBackup will not back up your contacts while<ins datetime="2010-03-10T09:45" cite="mailto:Cricket"> </ins>roaming. MyBackup will work anywhere within Cricket&rsquo;s data coverage areas.,my back up^ my backup^ data backup^ data back up^ contact back up^ contact backup^ phone backup^ phone back up^,0,976,6/9/08 0:00,NULL,1,3/15/10 20:57,13
556,24,Can I flash a phone to work on the Cricket network?,Can-I-flash-a-phone-to-work-on-the-Cricket-network,Cricket corporate stores and full service stores have the ability to flash phones. Not all phones are able to be flashed to work on the Cricket network. A phone flashed to work on the Cricket network can be activated on the Cricket network.It is possible that some phone and service plan features won&rsquo;t operate as expected on flashed phones that have been activated on the Cricket network. Additionally^ flashed phones are not eligible for the Cricket Handset Protection Program or the Cricket Warranty Exchange Program.,flash phones^ flashing^ flashed^ flashing phones^ flash^ flashing a phone^ unlock phone^ unlock,0,1169,8/12/08 0:00,NULL,1,2/14/13 14:17,9
557,173,Which phones support Mobile Video service?,Which-phones-support-Mobile-Video-service,<a href="../../features-and-downloads/phone-compatibility ">Click here</a> to learn&nbsp;which phones support the Mobile Video service. ,mobile video^ video^ videos^ download videos^ download video^ video clips^,0,923,8/27/08 0:00,3/18/13 0:00,1,3/19/13 11:26,2
558,173,How do I view a video using my Mobile Video service?,How-do-I-view-a-video-using-my-Mobile-Video-service,Mobile Video service has multiple links from the mobile storefront on your phone to access the Video catalog.&nbsp; You may click on the Video banner at the top of the mobile storefront home page or you may select video links in Cool Stuff^ What's Hot^ Sports and Entertainment.,mobile video^ video^ videos^ download videos^ download video^ video clips^ view video,0,931,8/27/08 0:00,3/18/13 0:00,1,3/19/13 11:28,3
559,173,A video started downloading and then I received and insufficient memory error^ what do I do?,A-video-started-downloading-and-then-I-received-and-insufficient-memory-error-what-do-I-do,You will need to free up some memory space.&nbsp; You may either delete some old text messages or some other files that are residing on your phone's memory^ i.e. pictures^ contacts videos.&nbsp; Once you have freed up sufficient space^ you will be able to download with no issues.,memory error^ insufficient memory error^ mobile video^ video^ videos^ download videos^ download video^ video clips^,0,924,8/27/08 0:00,3/18/13 0:00,1,3/19/13 14:08,4
560,173,Can I receive a call while viewing a video?,Can-I-receive-a-call-while-viewing-a-video,Yes^ while you are in the video player viewing a call and a call is received^ the phone will default to the phone call and suspend the video player if you wish to answer the call.&nbsp; Once the call is done^ you will return to the video player where you can begin viewing the clip again.,mobile video^ video^ videos^ download videos^ download video^ video clips^ view video,0,927,8/27/08 0:00,3/18/13 0:00,1,3/19/13 14:09,5
561,173,Can I share videos with my friends?,Can-I-share-videos-with-my-friends,All videos have Digital Rights Management associated with them and thus^ you cannot forward the videos to your friends.&nbsp; However^ you will be able to send a link to your friends who are Cricket subscribers and they will be able to view the videos after subscribing to the service.,mobile video^ video^ videos^ download videos^ download video^ video clips^ forward videos^ send video^ send videos,0,928,8/27/08 0:00,3/18/13 0:00,1,3/19/13 14:09,6
562,173,Do I need to delete videos from my mobile phone?,Do-I-need-to-delete-videos-from-my-mobile-phone,As videos are downloaded to your phone and are stored to your memory if you choose^ you will need to manage your memory by deleting the video file if you no longer want to keep it on your phone.&nbsp; You will need to go to where your videos are stored and select delete to remove the file from your phone.,mobile video^ video^ videos^ download videos^ download video^ video clips^,0,930,8/27/08 0:00,3/18/13 0:00,1,3/19/13 14:10,7
563,173,How long will it take to download a video to my phone?,How-long-will-it-take-to-download-a-video-to-my-phone,The time to download will depend on many factors^ including distance from the Cricket towers^ amount of customers on the network^ size of the video file^ etc.&nbsp; A general rule of thumb is that for each MegaByte (MB) of data^ it will take 1 minutes.&nbsp; Thus^ a 2MB file could take approximately 2 minutes to download.&nbsp; On the clip information time^ there is an approximate download time for each clip that should give you a good idea how long the download will take.,download time^ video download time^ mobile video^ video^ videos^ download videos^ download video^ video clips^,0,932,8/27/08 0:00,3/18/13 0:00,1,3/19/13 14:11,8
564,173,Do I need to activate an application to view videos on my phone after I subscribe to Mobile Video?,Do-I-need-to-activate-an-application-to-view-videos-on-my-phone-after-I-subscribe-to-Mobile-Video,No^ there is no need for an application to view videos as the Mobile Video service utilizes the video player that is already on your phone to view the videos you shoot.,mobile video^ video^ videos^ download videos^ download video^ video clips^,0,929,8/27/08 0:00,3/18/13 0:00,1,3/19/13 11:28,9
565,173,Are there adult content filters or parental controls for use with Mobile Video service?,Are-there-adult-content-filters-or-parental-controls-for-use-with-Mobile-Video-service,There are currently no content filters or parental controls; however^ all of our content must meet our Content Guidelines.&nbsp; All Videos will generally be of a PG-13 level or below.,mobile video^ video^ videos^ download videos^ download video^ video clips^ parental control^ video filter^ parental control filter,0,925,8/27/08 0:00,3/18/13 0:00,1,3/19/13 11:31,10
566,173,Can I block my kids from accessing Mobile Video service on their phones?,Can-I-block-my-kids-from-accessing-Mobile-Video-service-on-their-phones,At this time^ any Cricket phone that is compatible with Mobile Video service will be able to subscribe to the Mobile Video service and will also have access to the Preview Clips that are available.,mobile video^ video^ videos^ download videos^ download video^ video clips^ kid block^ parental control^ parental control filter^ adult content filter^,0,926,8/27/08 0:00,3/18/13 0:00,1,3/19/13 11:27,11
567,174,What is Cricket PAYGo?,What-is-Cricket_PAYGo,<span style="font-size: small;"><span style="font-family: Times New Roman;">Cricket PAYGo offers the best value in pay-as-you-go wireless service. With Cricket PAYGo you can communicate with anyone^ on any network^ at any time^ with no contracts and no hidden fees.</span></span>,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ prepay^ pre-pay^ pre-paid^payasyougo^ metro pcs^ minute phone,1,577,8/21/11 0:00,NULL,1,5/15/12 13:33,1
568,174,Do I need to pass a credit check^ sign a contract^ leave a deposit or pay a monthly bill?,Do-I-need-to-pass-a-credit-check-sign-a-contract-leave-a-deposit-or-pay-a-monthly-bill,No. We do not check your credit^ or require a contract^ deposit^ or monthly commitment. We do offer monthly service^ but you choose when you start a new month of service &ndash; we&rsquo;ll never charge you late fees or penalties if you decide not to start a new month right away.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,586,4/22/09 0:00,NULL,1,11/2/09 14:23,5
